0 1.232e-06
100 1.2123e-05
200 2.0525e-05
300 3.0865e-05
400 3.9852e-05
500 4.9935e-05
600 6.0012e-05
700 6.5555e-05
800 7.947e-05
900 8.9406e-05
1000 9.9247e-05
1100 0.000110033
1200 0.00011964
1300 0.000128597
1400 0.000138683
1500 0.00014962
1600 0.000158734
1700 0.000166485
1800 0.000212726
1900 0.000189124
2000 0.000198156
2100 0.000208866
2200 0.000178584
2300 0.000206707
2400 0.000205415
2500 0.000197067
2600 0.00023851
2700 0.000241733
2800 0.000248276
2900 0.000257774
3000 0.000256474
3100 0.000229466
3200 0.00023798
3300 0.000300022
3400 0.000252122
3500 0.000260037
3600 0.000266556
3700 0.000281757
3800 0.000281596
3900 0.000294447
4000 0.000331522
4100 0.000303602
4200 0.000310682
4300 0.000320637
4400 0.00029984
4500 0.000307512
4600 0.000321132
4700 0.000321814
4800 0.000327691
4900 0.000334183
5000 0.000341983
